5,5,5,5,5
8,7,5,4,3
5,5,5,5,5
5,5,5,5,5
8,7,5,4,2
4,5,5,5,6
8,7,6,4,2
5,5,5,5,5
10,9,8,4,3
5,5,5,5,5
6,5,5,5,4
5,5,5,5,5
5,5,5,5,5
5,5,5,5,5
5,5,5,5,5
7,6,5,4,3
8,7,5,4,2
3,4,6,8,9
5,5,5,5,5
8,7,5,4,3
5,5,5,5,5
7,6,5,4,3
10,9,6,3,1
5,5,5,5,5
2,3,5,6,8
5,5,5,5,5
5,5,5,5,5
5,5,5,5,5
2,3,5,6,7
2,3,5,6,7
5,5,5,5,5
5,5,5,5,5
6,5,5,5,4
8,7,5,4,3
5,5,5,5,5
5,5,5,5,5
5,5,5,5,5
5,5,5,5,5
5,5,5,5,5
5,5,5,5,5
5,5,5,5,5
5,5,5,5,5
5,5,5,5,5
5,5,5,5,5
5,5,5,5,5
5,5,5,5,5
5,5,5,5,5
5,5,5,5,5
5,5,5,5,5
5,5,5,5,5
5,5,5,5,5
5,5,5,5,5
5,5,5,5,5
5,5,5,5,5
5,5,5,5,5
5,5,5,5,5
5,5,5,5,5
5,5,5,5,5
5,5,5,5,5
5,5,5,5,5
